dataset,imputation,missing_rate,rmse,mae,r2,mape,n_imputed,timestamp
bbr_esmond_data_pb-go_2024-2025,mean_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,20,3727294863.363177,3410630149.3981485,-1.975490939120436,53.33931277877439,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,30,3482586493.526618,3013574807.4102564,-2.801968287675772,41.489449214814606,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,10,97421834.16912957,65393340.305555545,-0.3428417625225719,8.628600349669735,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,20,80786674.89864285,48956941.98333335,-148.57242957407234,5.325590481606839,5,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,30,22362973.140301622,14930824.770833328,-15.594814214422207,1.632571175619192,8,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,10,3642722411.952852,2813181646.638889,-0.4686410422742546,93.52354595344528,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,20,3727294863.363177,3410630149.3981485,-1.975490939120436,53.33931277877439,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,30,3482586493.526618,3013574807.4102564,-2.801968287675772,41.489449214814606,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,10,97421834.16912957,65393340.305555545,-0.3428417625225719,8.628600349669735,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,20,80786674.89864285,48956941.98333335,-148.57242957407234,5.325590481606839,5,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,30,22362973.140301622,14930824.770833328,-15.594814214422207,1.632571175619192,8,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,linear_interpolation,10,65077716.07520694,52217399.94444442,-1.2744306150299565,6.581699857303647,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,10,3642722411.952852,2813181646.638889,-0.4686410422742546,93.52354595344528,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,20,3727294863.363177,3410630149.3981485,-1.975490939120436,53.33931277877439,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,30,3482586493.526618,3013574807.4102564,-2.801968287675772,41.489449214814606,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,10,97421834.16912957,65393340.305555545,-0.3428417625225719,8.628600349669735,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,20,80786674.89864285,48956941.98333335,-148.57242957407234,5.325590481606839,5,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,30,22362973.140301622,14930824.770833328,-15.594814214422207,1.632571175619192,8,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,linear_interpolation,10,65077716.07520694,52217399.94444442,-1.2744306150299565,6.581699857303647,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,knn_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,10,3642722411.952852,2813181646.638889,-0.4686410422742546,93.52354595344528,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,20,3727294863.363177,3410630149.3981485,-1.975490939120436,53.33931277877439,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,30,3482586493.526618,3013574807.4102564,-2.801968287675772,41.489449214814606,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,10,97421834.16912957,65393340.305555545,-0.3428417625225719,8.628600349669735,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,20,80786674.89864285,48956941.98333335,-148.57242957407234,5.325590481606839,5,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,30,22362973.140301622,14930824.770833328,-15.594814214422207,1.632571175619192,8,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,linear_interpolation,10,65077716.07520694,52217399.94444442,-1.2744306150299565,6.581699857303647,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,knn_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,20,52426731.55861028,44908758.0925926,-0.194026901334021,5.544646563484414,6,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,10,3642722411.952852,2813181646.638889,-0.4686410422742546,93.52354595344528,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,20,3727294863.363177,3410630149.3981485,-1.975490939120436,53.33931277877439,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,30,3482586493.526618,3013574807.4102564,-2.801968287675772,41.489449214814606,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,10,97421834.16912957,65393340.305555545,-0.3428417625225719,8.628600349669735,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,20,80786674.89864285,48956941.98333335,-148.57242957407234,5.325590481606839,5,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,30,22362973.140301622,14930824.770833328,-15.594814214422207,1.632571175619192,8,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,linear_interpolation,10,65077716.07520694,52217399.94444442,-1.2744306150299565,6.581699857303647,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,knn_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,20,52426731.55861028,44908758.0925926,-0.194026901334021,5.544646563484414,6,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,linear_interpolation,20,135848206.86201444,119507141.38888888,-7.0170827348432745,14.894278360768824,6,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,10,3642722411.952852,2813181646.638889,-0.4686410422742546,93.52354595344528,3,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,20,3727294863.363177,3410630149.3981485,-1.975490939120436,53.33931277877439,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,20,2362152117.179418,2139522767.0530536,-0.1950521401645313,37.10758115496017,9,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,30,3482586493.526618,3013574807.4102564,-2.801968287675772,41.489449214814606,13,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,knn_imputation,30,2171984982.028458,2033922494.6550128,-0.4788301743637781,31.47326001041636,13,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,10,97421834.16912957,65393340.305555545,-0.3428417625225719,8.628600349669735,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,10,92672071.01835977,65999975.5900383,-0.2150942706094134,8.602885521825693,3,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,20,80786674.89864285,48956941.98333335,-148.57242957407234,5.325590481606839,5,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,20,34430005.76339388,33868601.65384623,-29.916246030070845,3.686866759122681,6,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,mean_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,linear_interpolation,30,22362973.140301622,14930824.770833328,-15.594814214422207,1.632571175619192,8,2025-09-04 20:36:03
bbr_esmond_data_to-ro_2024-2025,knn_imputation,30,38419827.67339252,38051557.07729476,-51.41370087450942,4.144710207033939,9,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,linear_interpolation,10,65077716.07520694,52217399.94444442,-1.2744306150299565,6.581699857303647,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,knn_imputation,10,59992698.87576472,42157557.95555556,-0.932879974720209,4.9181315023986265,3,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,mean_imputation,20,52426731.55861028,44908758.0925926,-0.194026901334021,5.544646563484414,6,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,linear_interpolation,20,135848206.86201444,119507141.38888888,-7.0170827348432745,14.894278360768824,6,2025-09-04 20:36:03
cubic_esmond_data_ms-es_2024-2025,knn_imputation,20,52426731.55861028,44908758.0925926,-0.194026901334021,5.544646563484414,6,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,mean_imputation,10,2876647502.1309595,2688048972.373016,-0.0523347123481645,61.17915352935766,4,2025-09-04 20:36:03
bbr_esmond_data_pb-go_2024-2025,linear_interpolation,10,3642722411.952852,2813181646.638889,-0.4686410422742546,93.52354595344528,3,2025-09-04 20:36:03
